year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,debtgdp,revenue,expenditure,xrusd,peg,peg_strict,crisisJST,tloans,tmort,thh,tbus,hpnom,peg_type,peg_base,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1931,Denmark,DNK,128,3569,5359.240684,24.09917302,35.16,5.369,0.204507357,4.289319,-0.092,1.41,1.26,0.406,3.021941616,4.6025,4.75,0.2390389272,0.414,0.503,3.9907,1,1,1,8.26878,4.492,,,2.429381472,PEG,HYBRID,-0.0899919048,-0.03522122651,-0.02227722853,0.04602500051,,,-0.1111102998,0.07588907331,0.08537513018,-0.1400415003,0.05820000172,,,,0.0474999994,0.05004958436,-0.03504053876,-0.04732804373,0.01187388599
1932,Denmark,DNK,128,3603,5169.392173,23.23376206,34.53,5.112,0.1598200313,4.24166,0.018,1.104,1.086,0.458,2.926349511,5.2525,5,0.2447574335,0.388,0.553,5.3102,0,0,0,8.17818,4.638,,,2.038945164,FLOAT,HYBRID,-0.1043322086,-0.07900353521,0.1386666745,0.05252499878,,,-0.1607117802,0.08170824498,0.09735421091,-0.1519903541,0.05619999766,,,,0.05000000075,0.0476581417,-0.04613171518,-0.08423352242,0.09559583664
1933,Denmark,DNK,128,3633,5290.528489,23.78894114,35.77,5.506,0.1676353069,4.384637,0,1.225,1.164,0.446,3.107197687,4.5325,4.125,0.2289683981,0.552,0.712,5.2436,0,0,0,8.29303,4.707,,,2.049790617,FLOAT,HYBRID,0.2489832044,0.09910553694,0.08599508554,0.04532499984,,,0.005316461902,0.0937890783,0.09329308569,0.1863442361,0.05280000344,,,,0.04125000164,0.06263898313,0.1192244366,0.1322404742,0.06566004455
1934,Denmark,DNK,128,3666,5402.070376,24.28495925,35.8,5.967,0.186358304,4.527614,-0.038,1.307,1.176,0.496,3.207826893,3.8725,3.95,0.2235294118,0.617,0.675,4.4445,0,0,0,8.60056,4.885,,,2.245008771,FLOAT,HYBRID,0.2368363142,0.1839209199,0.05061368644,0.03872499987,,,0.09523902088,0.08868189901,0.08097036183,0.1762589812,0.05150000006,,,,0.03950000182,0.0605773367,0.1679656059,0.1962925792,0.04466934502
1935,Denmark,DNK,128,3695,5479.688769,24.64013271,34.96,6.38,0.1896551724,4.71825,0.071,1.287,1.213,0.471,3.22911106,3.6825,4.275,0.2023354232,0.508,0.573,4.5697,0,0,0,8.96551,5.084,,,2.342617848,FLOAT,HYBRID,0.08058654517,0.1216021925,0.007594936527,0.03682500124,,,0.04347864911,0.07812353969,0.07486836612,0.02854230441,0.05059999973,,,,0.04275000095,0.0520442389,0.09689588845,0.1123613119,0.02220996842
1936,Denmark,DNK,128,3722,5574.760881,25.07055478,36.5,6.69,0.1829596413,4.76591,0.005,1.442,1.327,0.464,3.333894034,4.3125,4.375,0.1898355755,,,4.5067,0,0,0,9.31897,5.183,,,2.364308754,FLOAT,HYBRID,0.144076407,0.08438695967,0.0235602092,0.04312499985,,,0.009258864447,0.07512809336,0.0744388774,0.08721505851,0.0522999987,,,,0.04374999925,0.05686134472,0.08776840568,0.09811974317,0.03334260359
1937,Denmark,DNK,128,3749,5668.46359,25.49485317,36.97,7.141,0.1803668954,4.956546,0.11,1.674,1.569,0.511,3.392751618,4.5825,4.55,0.179134575,,0.594,4.5312,0,0,0,9.46954,5.266,,,2.310081489,FLOAT,HYBRID,-0.00509872986,0.04801694304,0.03999999911,0.04582500085,,,-0.02293692529,0.07095386833,0.07261953503,-0.05535390228,0.05320000276,,,,0.04549999908,0.05025517568,0.03789795935,0.03698550165,0.04291249812
1938,Denmark,DNK,128,3777,5762.390786,25.92475629,37.6,7.514,0.1872504658,5.004205,0.111,1.625,1.535,0.564,3.531789291,4.5525,4.275,0.1659834975,,0.599,4.582,0,0,0,9.61119,5.371,,,2.353463301,FLOAT,HYBRID,0.0283940006,0.09759355336,0.08021389693,0.0455249995,,,0.01877857,0.07881498337,0.07736223191,-0.02999999933,0.06019999832,,,,0.04275000095,0.05839399993,0.08113016933,0.08421941847,0.06286944449
1939,Denmark,DNK,128,3805,5992.95138,26.96401749,38.15,8.127,0.1930601698,5.147182,0.088,1.74,1.578,0.714,3.832867841,4.6425,4.625,0.1530084902,,0.858,4.9149,0,0,0,9.96465,5.51,,,2.388942647,FLOAT,HYBRID,0.0814474225,0.09861673415,-0.01288659777,0.04642499983,,,0.01507567614,0.083541058,0.08230032772,0.02061855607,0.05959999934,,,,0.0462500006,0.06082886457,0.08476734906,0.09544477612,0.01676920056
1940,Denmark,DNK,128,3832,5116.283925,22.99140963,29.41,8.62,0.1597447796,6.386319,0.298,1.377,1.517,1.056,4.117046965,4.8125,4.925,0.1462296984,,0.973,5.1791,1,1,0,9.80004,5.599,,,2.45990134,PEG,USA,0.01573232375,0.1193975955,0.08516483009,0.04812499881,,,0.02970355004,0.08969404548,0.08710666746,-0.04040403664,0.05849999934,,,,0.04924999923,0.05613636225,0.09709250182,0.1017248556,0.06664491445
1941,Denmark,DNK,128,3863,4573.745793,20.53155838,28.2,9.788,0.1620351451,7.3395,0.052,1.311,1.278,1.667,4.794498256,4,4.2,0.1245300368,,1.063,5.165538462,1,1,0,9.71965,5.706,,,2.613645174,PEG,USA,0.2533999979,0.1573828012,0.05804749578,0.03999999911,,,0.06250254065,0.09488026053,0.08929885179,0.200000003,0.04449999705,,,,0.04199999943,0.05339999497,0.1603250951,0.1745498478,0.04902374744
1942,Denmark,DNK,128,3903,4628.531899,20.78397856,30.77,11.02,0.1715063521,7.577796,-0.108,1.21,1.053,1.919,5.462396562,4,4.05,0.09899274047,,1.185,4.789118756,1,1,0,10.2237,5.972,,,2.897479943,PEG,USA,0.1302491128,0.2058119029,0.1012987047,0.03999999911,,,0.1085952595,0.09721664339,0.08769354224,0.0877192989,0.0391000025,,,,0.04050000012,0.04252982885,0.1813807189,0.1926536262,0.07064935565
1943,Denmark,DNK,128,3949,5079.951887,22.84049723,30.6,12.48,0.1649038462,7.625455,0.184,1.225,1.338,3.293,6.627115296,4,4.35,0.09887820513,,1.263,4.766780432,1,1,0,10.2479,6.267,,,3.181314713,PEG,USA,0.1349419355,0.1933777183,0.04303797334,0.03999999911,,,0.09795753658,0.09542018175,0.08690698445,0.09677419811,0.03480000049,,,,0.04349999875,0.03816774115,0.1702575088,0.1833384633,0.04151898623
1944,Denmark,DNK,128,3998,5543.104052,24.93915513,32.05,13.85,0.1403610108,7.816092,0.255,1.167,1.361,4.566,8.19735362,4,3.975,0.09031768953,,1.39,4.766780432,1,1,0,10.3207,6.4,,,3.571587522,PEG,USA,0.1017867625,0.2180256397,0.07828282565,0.03999999911,,,0.1226790249,0.09534661472,0.08492776006,0.06617647409,0.03339999914,,,,0.0397499986,0.03561029211,0.1866174936,0.1984555274,0.05914141238
1945,Denmark,DNK,128,4045,5066.13597,22.77552395,36.81,14,0.1414285714,7.91141,0.256,0.696,0.904,4.911,9.073261913,4,3.75,0.1059714286,,1.705,4.77384072,1,1,0,10.7686,6.539,,,3.87907519,PEG,USA,-0.08303241432,0.1791891158,0.07366889715,0.03999999911,,,0.08609330654,0.09309580177,0.08571621031,-0.1103448272,0.0307,,,,0.03750000149,0.02731241472,0.1308219433,0.1390007883,0.05683444813
1946,Denmark,DNK,128,4101,5776.664228,26.01681908,45.11,14.8,0.1885135135,7.863751,-0.893,2.848,1.618,,9.043446348,3.520833333,3.55,0.09975675676,,1.77,8.1,1,1,0,11.9285,6.654,,,4.482224076,PEG,USA,0.05774883926,0.2478171736,0.0311750602,0.03520833328,,,0.1554853171,0.09233185649,0.07990742475,0.01550387591,0.04160000011,,,,0.03550000116,0.04224495962,0.2017425597,0.2192849219,0.03319169581
1947,Denmark,DNK,128,4146,6034.848046,27.18083729,39.01,16.3,0.2226993865,8.078217,-0.418,3.09,2.313,,8.59164926,3.5,3.65,,,1.992,8.15,1,1,0,13.0884,6.917,,,5.179984552,PEG,USA,0.05297710001,0.2424446344,0.009661835618,0.03500000015,,,0.1556728631,0.08677177876,0.07508333772,0.007633587811,0.04500000179,,,,0.03649999946,0.04534351453,0.1925021708,0.2157265693,0.02233091742
1948,Denmark,DNK,128,4190,6133.016706,27.79517735,38.62,17.7,0.2514124294,8.292683,-0.3356185,3.424,2.73100001,,8.382864596,3.5,4.069999999,,,2.333,9.6,1,1,0,14.2751,7.207,,,5.629389604,PEG,USA,0.04570000246,0.1670488417,-0.02238805965,0.03500000015,,,0.08675902337,0.0802898109,0.07388004661,0,0.04570000246,,,,0.04069999978,0.04570000246,0.1299819499,0.1508928537,0.006305970252
1949,Denmark,DNK,128,4230,6494.368794,28.78409983,40.33,18.9,0.2470899471,8.518863,-0.2824713,4.212,3.56,,8.503724588,3.5,4.419999999,,,2.511,9.3,1,1,0,14.8391,7.355,,,5.239116796,PEG,USA,-0.02769696899,0.006421737373,0.05835543573,0.03500000015,,,-0.06932722777,0.07574896514,0.08139161766,-0.07575757802,0.05199999735,,,,0.04419999942,0.04806060344,0.01000386849,0.002148230327,0.04667771608
1950,Denmark,DNK,128,4271,6943.104659,30.59058552,43.14,21.568,0.2722222222,9.042368,-0.8348286,5.89,4.592,4.089239,8.7113434,4.083333333,4.529999999,,,2.582,9.7,1,1,0,15.5856,7.539,,,5.310075488,PEG,USA,0.2555214763,0.1010223404,-0.02872062661,0.04083333164,,,0.01354425959,0.0874780789,0.08630908281,0.1940289885,0.05150000006,,,,0.04529999942,0.06149249151,0.09860104322,0.1225497499,0.006056352518
1951,Denmark,DNK,128,4303.62,6936.486028,30.52966009,43.09,23.137,0.2491452991,9.994196,0.2760336,6.993,5.793,5.51358,8.920049297,5,5.139999999,,,3.157,8.8,0,0,0,16.424,7.809,5.829,10.595,5.794959887,FLOAT,USA,-0.02810122073,0.1857807636,-0.0365168564,0.05000000075,,,0.0913131237,0.09446763247,0.08656326681,-0.07499878109,0.05070000142,,,,0.05139999837,0.04689756408,0.1244047061,0.159339726,0.006741572171
1952,Denmark,DNK,128,4334,6955.237656,30.81664274,42.24,24.676,0.1702463933,10.37493,0.1587083,6.645,5.874,5.805967,9.655038847,5,5.289999999,,,3.564,7.8,1,1,0,17.072,8.044,6.033,11.039,5.925050823,PEG,USA,-0.01106554642,0.1138184592,0.04892966151,0.05000000075,,,0.02244881727,0.09136964381,0.08936353773,-0.06757076085,0.06059999764,,,,0.05290000141,0.0565052107,0.08682905883,0.09963735193,0.04946482927
1953,Denmark,DNK,128,4369.28,7291.590376,32.39001341,42.95,26.432,0.1700590194,10.47011,0.1310888,6.908,6.178,6.181893,10.2605892,4.875,5.08,0.310645283,,3.928,7.45,1,1,0,17.948,8.297,6.308,11.64,6.055141759,PEG,USA,0.09309585392,0.1151755154,0.08749999851,0.04874999821,,,0.02195593342,0.09321957827,0.09121682495,0.02898979001,0.06230000034,,,,0.05079999939,0.06410606205,0.1003595069,0.1126880273,0.06812499464
1954,Denmark,DNK,128,4406,7371.311847,33.01182644,44.74,27.705,0.1736870601,10.47011,-0.5178127,8.083,6.649,6.223663,10.21781798,5,5.239999999,0.3063913043,4.244,4.264,7.48,1,1,0,18.837,8.638,6.572,12.265,6.268017837,PEG,USA,0.1527208984,0.1292881966,-0.0535714291,0.05000000075,,,0.03515690938,0.09413128346,0.09093431383,0.08450549841,0.06289999932,,,,0.05240000039,0.06821539253,0.09610103816,0.1320111752,-0.001785714179
1955,Denmark,DNK,128,4439,7395.359315,33.10814467,44.54,28.92,0.1599585062,11.04121,0.2071536,8.139,7.303,6.43251,10.60388447,5.791666667,5.549999999,0.2912891986,4.694,4.272,7.11,1,1,0,19.66,9.105,6.861,12.799,6.445414568,PEG,USA,0.160866484,0.1229937226,0.04307692498,0.05791666731,,,0.02830080315,0.09469292313,0.09208679199,0.08441521972,0.07050000131,,,,0.05550000072,0.07645127177,0.1079004332,0.1276067793,0.05049679428
1956,Denmark,DNK,128,4466.471,7438.758698,33.56690174,44.82,30.929,0.1630831905,11.70749,-0.0897666,9.057,7.678,6.808436,11.35575739,6,5.709999999,0.2891503268,4.994,4.752,7.52,1,1,0,20.737,9.593,7.219,13.518,6.646464197,PEG,USA,0.1699292809,0.1272428185,0.04388714954,0.05999999866,,,0.03119274043,0.09605007619,0.09314464033,0.1077826619,0.0560999997,,,,0.05710000172,0.06214660779,0.1123073176,0.1327216923,0.0519435741
1957,Denmark,DNK,128,4487.831,7965.094942,35.09636874,45.47,32.87,0.1687861272,12.02873,0.3176355,9.383,8.104,7.184362,11.99394893,6,5.769999999,,5.361,5.233,6.913999999,1,1,0,21.81,10.058,7.591,14.219,7.072216352,PEG,USA,0.10950014,0.1611100584,0.1086261943,0.05999999866,,,0.06405816227,0.09705189615,0.091209203,0.05405674875,0.05260000378,,,,0.0577000007,0.05544338748,0.1379918903,0.1544845998,0.08431309462
1958,Denmark,DNK,128,4515.132,8095.222908,35.67137194,46.23,34.34,0.1724519511,12.11671,0.8976604,9.302,8.759,8.103292,13.81735333,5.645833333,5.239999999,,5.879,5.667,6.905999999,1,1,0,23.636,10.686,8.249,15.387,7.237786634,PEG,USA,0.06575497985,0.1183525771,0.1834862381,0.05645833164,,,0.02341131866,0.09494125843,0.09276940674,0.01009854581,0.05510000139,,,,0.05240000039,0.05565643311,0.1136179194,0.1118882895,0.1199722886
1959,Denmark,DNK,128,4546.636,8637.155031,37.6832604,47.53,38.084,0.1880054616,12.32603,0.1102872,11.066,9.658,8.938684,15.53270414,5.145833333,5.319999999,,6.724,6.176,6.907999999,1,1,0,26.955,11.909,9.325,17.63,7.675365238,PEG,USA,0.3021252453,0.1569324136,0.01089918241,0.05145833269,,,0.06045768037,0.09647472948,0.09097461402,0.2400011867,0.05010000244,,,,0.05319999903,0.06212406233,0.1486032307,0.1766865253,0.03117875755
1960,Denmark,DNK,128,4581,8811.831478,39.78243725,50.21,40.786,0.1951895258,12.48075,-0.4067501,12.481,10.317,9.31461,16.37237061,5.958333333,5.759999999,0.2006666667,7.366,6.622,6.905999999,1,1,0,30.599,13.323,10.642,19.957,8.633307587,PEG,USA,0.1612036824,0.2193310112,0.02279202268,0.05958333239,,,0.1248070151,0.09452399611,0.08403574675,0.1129036695,0.04340000078,,,,0.05759999901,0.0483000204,0.184799239,0.211940065,0.04118767753
1961,Denmark,DNK,128,4609.817,9311.866393,42.06823067,52.82,45.616,0.205519993,12.91154,-0.7529327,12.939,10.618,10.15,18.18226831,6.625,6.029999999,0.1643076923,8.117,8.542,6.885999999,1,1,0,34.382,15.226,12.446,21.936,10.93946509,PEG,USA,0.0447999984,0.3512352109,-0.02064896747,0.06624999642,,,0.2671269774,0.084108226,0.06637711078,0,0.0447999984,,,,0.06030000001,0.0447999984,0.2811338603,0.3181592226,0.02280051447
1962,Denmark,DNK,128,4646.899,9747.360552,44.1145778,53.84,51.387,0.2075038434,13.86413,-1.663233,14.712,11.527,11.02716,19.78956552,7,6.319999999,0.1525590551,9.884,10.046,6.901999999,1,1,0,38.894,17.697,14.365,24.529,12.13393642,PEG,USA,0.06029679626,0.1756024659,0.08333332837,0.0700000003,,,0.1091823205,0.06642015278,0.05988208577,0.009998857044,0.04980000108,,,,0.06319999695,0.05029794574,0.1540918946,0.1642856896,0.07666666806
1963,Denmark,DNK,128,4683.579,9731.660339,44.04431117,54.91,54.282,0.1995136509,14.71054,0.1656962,14.702,13.178,12.36379,22.45263639,6.8125,6.449999999,0.1367102804,11.073,11.089,6.910999999,1,1,0,44.04,20.596,16.671,27.369,13.09187877,PEG,USA,-0.002928523347,0.138860479,0.1446540952,0.06812500209,,,0.07895235717,0.05990812182,0.05552434549,-0.04950288311,0.04900000244,,,,0.0644999966,0.04657436162,0.1240328699,0.1259827167,0.1063895524
1964,Denmark,DNK,128,4720.171,10559.57507,47.7886822,57.39,62.049,0.2202614063,15.16551,-1.403964,18.076,14.553,13.65864,25.15059956,6.541666667,6.239999999,0.1454664484,12.524,12.269,6.920999999,1,1,0,51.049,24.323,19.766,31.283,14.93680477,PEG,USA,0.2408194989,0.1964558363,-0.0581395328,0.06541666389,,,0.1409191936,0.0555366464,0.04867710918,0.1875007004,0.04489999637,,,,0.06239999831,0.05331877619,0.1805019975,0.2009811401,0.00363856554
1965,Denmark,DNK,128,4758.1,10953.3217,49.58084471,58.29,69.7,0.2168866571,15.99203,-1.265524,19.497,16.023,14.9535,27.49979674,7,7.349999999,0.1291508053,14.477,14.661,6.890999999,1,1,0,59.054,29.527,23.6,35.454,15.91840002,PEG,USA,0.0711658746,0.114394404,-0.03618421033,0.0700000003,,,0.06571688503,0.04867751896,0.04567584395,0.02631587349,0.04369999841,,,,0.07349999994,0.04485000297,0.1020072252,0.1102345809,0.01690789498
1966,Denmark,DNK,128,4797.5,11159.77071,50.52295735,59.54,78.885,0.2462698865,17.12186,-1.450747,20.74,16.946,16.8749,31.00467279,7,7.859999999,0.1124096386,17.17,17.14,6.915999999,1,1,0,68.771,35.622,28.34,40.431,18.20090462,PEG,USA,0.09230412543,0.1939205825,0.007493063342,0.0700000003,,,0.1433875263,0.05053306371,0.04419592023,0.04098362848,0.04930000007,,,,0.07859999686,0.05132049322,0.1734683514,0.1843992025,0.03874653205
1967,Denmark,DNK,128,4838.8,11436.51319,52.52550461,60.97,86.894,0.2475429834,18.5272,-2.7451,21.94,17.661,18.29506,33.98689189,7.041666667,8.17,0.1005982906,18.66,20.373,7.461999999,1,1,0,77.533,41.22,32.928,44.605,19.30076436,PEG,USA,-0.149157092,0.108890608,0.06332392246,0.07041666657,,,0.06043107808,0.04845952988,0.04569795355,-0.1889782548,0.04909999669,,,,0.08169999719,0.03982116655,0.08740467578,0.0889275521,0.06687029451
1968,Denmark,DNK,128,4867.3,11836.74727,54.05528298,61.95,96.826,0.2405655506,20.00078,-1.616643,24.272,19.799,19.71523,38.80826435,7.166666667,8.429999999,0.09358342665,25.194,23.96,7.500999999,1,1,0,88.131,47.552,38.49,49.641,19.97487194,PEG,USA,0.08233288676,0.08638465405,0.1975105703,0.07166666538,,,0.03492601216,0.05145864189,0.04972204939,0.02912702039,0.05169999972,,,,0.0842999965,0.05320586637,0.08925427496,0.0860600397,0.1345886141
1969,Denmark,DNK,128,4890.687,12530.55041,57.50768939,65.22,110.386,0.2537006504,20.69839,-3.082872,28.598,22.64,23.1821,42.87994335,8.5,9.339999999,0.08357,27.632,26.636,7.491999999,1,1,0,103.359,58.749,46.184,57.175,21.03925232,PEG,USA,0.1981286258,0.1073985994,-0.08863253891,0.08500000089,,,0.05328687653,0.05411171913,0.0513741523,0.1415097266,0.04960000142,,,,0.09340000153,0.05661888421,0.1084248275,0.1151748002,-0.00181626901
1970,Denmark,DNK,128,4928.757,12685.55135,58.3902259,66.71,122.143,0.2535306976,22.04686,-4.079744,33.054,25.171,23.89218,44.23743245,9.5,10.57,0.0761875,36.844,34.871,7.488999999,1,1,0,116.459,68.223,53.15,63.309,24.44526956,PEG,USA,-0.05178962275,0.2176136672,0.07820869982,0.09499999881,,,0.1618875116,0.05572615564,0.04796174914,-0.0991731137,0.05260000378,,,,0.1057000011,0.0473834984,0.1921957284,0.1978422105,0.08660434932
1971,Denmark,DNK,128,4963.126,12933.58258,59.74791848,66.61,135.254,0.2471572005,23.34098,-3.144427,34.196,27.303,24.72757,48.46835233,8.1875,10.67,0.07719642857,40.686,40.511,7.061999999,1,1,0,127.905,77.219,61.2,66.705,26.11279884,PEG,USA,-0.01185290143,0.1212931871,0.1423324496,0.08187499642,,,0.06821352243,0.05307966843,0.0496901311,-0.0688399002,0.06120000035,,,,0.1067000031,0.05698699877,0.1124376208,0.1124553382,0.112103723
1972,Denmark,DNK,128,4991.596,13538.35527,62.2975491,66.18,155.323,0.2569741764,24.8727,-0.4378053,35.337,30.789,26.62969,55.76190008,7.770833333,10.37,0.0664496124,47.076,46.088,6.846999999,1,0,0,150.209,93.521,72.425,77.784,30.61682737,PEG,USA,0.4865649045,0.226269722,0.09866905957,0.07770833373,,,0.1724824607,0.0537872687,0.04587468877,0.3968848884,0.06419999897,,,,0.1036999971,0.08968000859,0.2413917482,0.2479768097,0.08818869293
1973,Denmark,DNK,128,5021.861,13945.4278,63.83791418,69.58,178.155,0.2568213073,27.1867,-2.831166,46.969,37.549,30.43394,62.78789949,8.104166667,11.08,0.05851677852,54.565,49.092,6.289999999,1,0,0,182.685,117.908,88.983,93.702,35.34539691,PEG,DEU,0.6243217587,0.2042275816,-0.05672467873,0.08104166389,,,0.15444462,0.04978296161,0.04312286526,0.5654604435,0.03759999946,,,,0.110799998,0.05886131153,0.2387928218,0.2466481924,0.01215849258
1974,Denmark,DNK,128,5045.297,13751.22218,62.2480407,67.25,199.656,0.248452338,31.33952,-5.979097,60.479,46.92,31.70202,68.37602254,13.33666667,14.55,0.05082941176,66.818,62.92,5.649999999,1,0,0,211.62,142.668,104.528,107.092,37.04266279,PEG,DEU,-0.2261014432,0.09530952573,0.004801061004,0.1333666593,,,0.04802039266,0.04728912935,0.0451223366,-0.258007139,0.04300000146,,,,0.1455000043,0.0319056958,0.07426967472,0.07442629337,0.06908386201
1975,Denmark,DNK,128,5059.861,13621.12517,62.01617118,69.1,223.381,0.2210975866,34.34988,-2.815797,59.707,50.03,36.77434,85.81190829,6.470833333,13.1,0.04255026455,66.969,72.562,6.177499999,1,0,0,239.719,165.869,119.699,120.02,43.67983093,PEG,DEU,0.1644496769,0.229290396,0.2961331308,0.06470832974,,,0.179174304,0.05011608824,0.04250100255,0.103116408,0.05559999868,,,,0.1309999973,0.06133327261,0.2241978049,0.2252817303,0.1804207265
1976,Denmark,DNK,128,5072.596,14466.36003,65.6168952,73.59,259.232,0.2395190409,37.44137,-11.56956,75.009,55.035,43.11474,95.59446583,10.28,13.21,0.04494036697,80.582,83.908,5.787499999,1,0,0,268.331,186.346,137.012,131.319,47.85365209,PEG,DEU,0.3568114936,0.1373944879,-0.01991800219,0.1027999967,,,0.09555675834,0.04183773324,0.03818855807,0.3000014424,0.04369999841,,,,0.132100001,0.05681006238,0.1482704878,0.1509441137,0.04144099727
1977,Denmark,DNK,128,5088.419,14655.4362,66.23009356,74.2,287.957,0.2321596627,41.61201,-10.33972,79.638,60.436,45.6509,104.9627235,14.48166667,13.38,0.08779166667,90.686,95.294,5.777499999,1,0,0,296.606,205.296,151.311,145.295,54.24646678,PEG,DEU,0.07841011137,0.1765222698,0.01788003556,0.1448166668,,,0.1335905045,0.04293176532,0.03787237406,0.02842848375,0.04860000312,,,,0.1338,0.04998162761,0.1677180976,0.1715950817,0.08134835213
1978,Denmark,DNK,128,5104.247,14825.69319,67.8416594,74.7,321.064,0.2285369895,45.77694,-8.283952,81.404,65.314,50.72322,111.995226,15.42,14.54,0.1409509434,105.052,109.064,5.089999999,1,0,0,326.341,227.125,168.325,158.016,62.93752477,PEG,DEU,-0.0009329179884,0.2014719397,0.2174190134,0.1542000026,,,0.1602130979,0.04125884175,0.03556143492,-0.05040672794,0.05209999904,,,,0.1454000026,0.04947380722,0.192452386,0.1929345876,0.185809508
1979,Denmark,DNK,128,5116.8,15313.47717,69.04335382,74.59,357.313,0.2218279212,50.17658,-16.07876,96.837,77.321,57.69767,123.0827533,12.63333333,15.82,0.1937465753,118.807,126.739,5.364999999,1,0,0,361.435,252.09,188.537,172.898,69.19165236,PEG,DEU,0.0203669183,0.1380813122,0.04921444505,0.1263333261,,,0.09937159717,0.03870972246,0.03521077335,-0.03938343003,0.06219999865,,,,0.1581999958,0.05975034833,0.1291897744,0.1333386302,0.0877738893
1980,Denmark,DNK,128,5123.027,15227.32556,68.6971064,71.91,385.808,0.2007864015,56.35098,-13.46387,108.894,94.359,60.86787,133.0524563,16.9275,17.66,0.2712120253,131.455,147.052,6.014999999,1,0,0,389.854,270.129,196.472,193.382,68.14819707,PEG,DEU,-0.01512010302,0.02287490107,0.09016151726,0.1692750007,,,-0.01508128829,0.03795618936,0.03853738308,-0.07843183726,0.06870000064,,,,0.1765999943,0.06331173331,0.03527247533,0.02105198801,0.129718259
1981,Denmark,DNK,128,5121.572,15096.14626,67.23084823,70.01,422.403,0.1676668963,62.96905,-13.35682,124.71,114.263,68.47636,146.357702,14.84,18.91833333,0.3651768116,144.34,175.62,7.324999999,1,0,0,423.657,269.862,214.756,208.901,64.91876899,PEG,DEU,0.7752422094,-0.005656272173,0.1686018705,0.1483999938,,,-0.04738789797,0.0417316258,0.04380757362,0.6692451239,0.06350000203,,,,0.1891833395,0.1059970707,0.06801518053,0.0471428968,0.1585009396
1982,Denmark,DNK,128,5117.81,15563.29758,68.95295169,71.41,482.211,0.1746434652,69.34203,-18.82215,138.879,128.194,76.08484,163.4815531,16.91833333,20.385,0.4792720403,162.201,208.482,8.383999999,1,0,0,459.515,283.314,231.681,217.834,63.45925241,PEG,DEU,0.3486765325,0.02582958154,0.1227533519,0.1691833287,,,-0.02248193137,0.04831151292,0.04942262918,0.2746210396,0.05810000002,,,,0.2038500011,0.07405548543,0.0717747882,0.04727544636,0.1459683478
1983,Denmark,DNK,128,5114.297,15966.22175,70.76462694,72.37,531.728,0.178529248,74.13235,-12.63646,148.916,146.761,91.3018,205.0058676,12.81,14.46333333,0.5416666667,185.382,235.12,9.875,1,0,0,518.386,313.306,269.003,249.383,77.0968168,PEG,DEU,0.8164311051,0.2695010602,0.6857261062,0.1280999929,,,0.2149015218,0.05459954217,0.04494153708,0.7490910888,0.03849999979,,,,0.1446333379,0.06734000891,0.3506276309,0.3326680064,0.4069130421
1984,Denmark,DNK,128,5111.619,16675.92988,72.9686329,74.69,583.546,0.1892875626,78.79585,-17.79357,171.827,165.335,110.323,241.496912,11.7725,14.42666667,0.6355734513,215.152,254.574,11.26,1,0,0,594.618,352.738,314.368,280.25,88.97107383,PEG,DEU,0.09639935195,0.2029945254,0.04011356831,0.1177249998,,,0.1540180594,0.04897645861,0.04243994132,0.07796613872,0.01710000075,,,,0.144266665,0.01843322255,0.1625124961,0.1938026249,0.07891928405
1985,Denmark,DNK,128,5113.691,17384.11648,75.85755693,77.65,634.018,0.207279604,82.48251,-29.32066,191.562,179.578,131.2464,279.6534241,10.3325,11.58,0.6839349593,241.496,262.686,8.969,1,0,0,705.135,416.67,378.08,327.055,104.1275921,PEG,DEU,0.06628897786,0.2154232711,0.4449032545,0.1033250019,,,0.1703575701,0.04506569728,0.038505923,0.0366410464,0.02859999985,,,,0.1158000007,0.02964793332,0.2184354961,0.2000290155,0.2741141319
1986,Denmark,DNK,128,5120.534,17993.24055,79.35189498,82.71,685.565,0.2252302845,85.51637,-36.32911,184.737,171.72,159.7782,302.8646583,9.225,10.05083333,0.6621381381,270.88,260.935,7.3425,1,0,0,833.133,487.044,427.336,405.797,116.2924316,PEG,DEU,0.027795095,0.1573344767,-0.08035556972,0.09224999696,,,0.1168177649,0.04051671177,0.03627871349,0.007444713265,0.02019999921,,,,0.1005083323,0.02035038173,0.1082313582,0.1444521993,0.00594721362
1987,Denmark,DNK,128,5127.024,18023.32113,79.79539474,80.7,720.942,0.2197333489,88.93063,-20.53122,173.837,175.187,171.8249,316.493568,10.10833333,11.28416667,0.6058171429,284.001,275.319,6.0965,1,0,1,920.294,553.465,450.049,470.245,107.660811,PEG,DEU,-0.1387002319,-0.03567388281,0.09140429646,0.1010833308,,,-0.07421834767,0.03854446486,0.04163450748,-0.162974,0.02900000103,,,,0.1128416657,0.02427375503,-0.0089857243,-0.04594870657,0.09624381363
