year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,debtgdp,revenue,expenditure,xrusd,peg,peg_strict,crisisJST,tloans,tmort,thh,tbus,hpnom,peg_type,peg_base,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1988,Denmark,DNK,128,5129.516,18224.3315,79.18479116,79.01,748.274,0.2047137813,92.9883,-9.019443,181.7801,191.6189,191.4802,327.5708428,8.5275,9.884166667,0.5714535519,292.605,292.423,6.874,1,0,0,964.061,606.284,463.112,500.949,108.9023907,PEG,DEU,0.154202044,0.05575279146,0.3452957869,0.08527500182,,,0.0115269227,0.04422586784,0.04372188821,0.1213466004,0.02930000052,,,,0.09884166718,0.03285545483,0.1040562168,0.06911753118,0.2152853906
1989,Denmark,DNK,128,5132.593,18261.33496,78.32965553,78.8,788.6,0.2050152168,97.42638,-8.170296,203.2116,215.9719,200.9908,348.2078059,9.5936,9.706666667,0.5658396349,302.61,311.077,6.6075,1,0,0,1012.52,636.242,468.915,543.609,108.1231013,PEG,DEU,0.4185817838,0.03913049772,0.02185083926,0.09593600035,,,-0.007153220475,0.0462837182,0.04661718011,0.3994098604,0.01370000001,,,,0.09706666321,0.01917191595,0.09847845137,0.1110802442,0.0588934198
1990,Denmark,DNK,128,5140.954,18452.42611,79.09044497,79,840.648,0.1950174151,100,8.48792,204.8958,228.1281,212.4035,370.4931055,10.893,10.62916667,0.5768998748,309.302,329.022,5.776,1,0,0,1052.69,665.895,475.237,577.449,100,PEG,DEU,0.1132323742,-0.02597294003,0.07979787886,0.1089299992,,,-0.07512740046,0.04915446043,0.05314727873,0.1012289822,0.01090000011,,,,0.1062916666,0.01200339571,0.02422176488,-0.001876271679,0.09436394274
1991,Denmark,DNK,128,5154.352,18643.7902,79.89565703,79.73,874.363,0.1863253591,102.3951,12.68591,217.4173,241.8109,235.863,384.9423366,9.6995,9.261666667,0.5883949275,312.973,344.459,5.9135,1,0,0,1054.62,685.015,475.512,579.107,101.2878087,PEG,DEU,0.09394088387,0.0681661889,0.1985733807,0.09699500352,,,0.01288000029,0.05528618768,0.05458315834,0.08043544739,0.01250000019,,,,0.09261666983,0.013505443,0.09365532547,0.07318479568,0.1477841884
1992,Denmark,DNK,128,5171.393,18949.44493,80.81244463,81.24,906.595,0.1763234962,104.5414,25.3442,214.1534,251.025,247.071,379.5531439,11.0351,8.986666667,0.6384218566,334.599,367.199,6.2555,1,0,0,1060.43,694.933,469.819,590.615,99.64337604,PEG,DEU,-0.06935238093,0.0400448367,0.07661158592,0.1103510037,,,-0.01623686962,0.05628170818,0.05721062794,-0.08301544935,0.01489999983,,,,0.08986666799,0.01366306935,0.04483323172,0.02207334153,0.09348129481
1993,Denmark,DNK,128,5188.386,18870.4338,79.89949731,79.56,911.809,0.1691001076,105.8564,31.32852,203.0285,247.7503,294.185,422.4426492,10.4054,7.3025,0.6699461627,348.426,388.668,6.7725,1,0,0,1060.48,727.743,473.482,587.001,98.67917052,PEG,DEU,0.03356215358,0.04930737615,0.2626806796,0.1040539965,,,-0.009676506743,0.05898388103,0.05956021696,0.0202982761,0.01299999934,,,,0.07302500308,0.01326387655,0.08823508024,0.04622935876,0.1833673418
1994,Denmark,DNK,128,5205.603,19847.26641,83.53063215,83.87,976.945,0.172007636,107.9651,20.28628,231.7944,273.1625,279.963,402.5736019,6.1344,7.825833333,0.6613409326,376.736,418.04,6.083,1,0,0,1048.89,740.904,496.667,552.226,110.7713644,PEG,DEU,0.2057312131,0.1836987734,-0.1102886945,0.06134400144,,,0.1225364581,0.06116230786,0.05448580906,0.1935569346,0.01019999944,,,,0.07825833559,0.01217428036,0.122727789,0.1880238354,-0.02447234653
1995,Denmark,DNK,128,5232.612,20350.02991,85.61289104,84.5,1019.545,0.183788847,110.2146,10.39116,256.0936,288.1862,290.895,416.0640214,6.0693,8.269166667,0.6872210109,382.615,420.055,5.546,1,0,0,1091.88,769.378,524.44,567.438,119.1718399,PEG,DEU,0.01202279609,0.1313763857,0.2045793086,0.06069299951,,,0.07584115118,0.05553522706,0.05162028596,-0.001851468347,0.01389999967,,,,0.08269166946,0.01387426443,0.1158014387,0.1085743979,0.1326361597
1996,Denmark,DNK,128,5262.075,20809.66082,87.17152336,85.43,1069.488,0.185792641,112.5562,17.91598,260.9768,298.5617,322.743,457.7545307,3.8693,7.194166667,0.6923421301,405.011,426.905,5.9445,1,0,0,1152.53,816.118,567.645,584.889,131.9112403,PEG,DEU,0.319601506,0.1592965573,0.1151184067,0.03869299963,,,0.1068959162,0.05240064114,0.04734016955,0.3000999987,0.01499999966,,,,0.07194166631,0.01950149983,0.1618671715,0.1953917295,0.07690570503
1997,Denmark,DNK,128,5283.663,21387.53818,89.12933661,87.38,1125.641,0.1959665648,115.0144274,6.084445,293.0632,324.2713,343.497,485.1175832,3.6585,6.254166667,,416.212,423.52,6.826,1,0,0,1242.29,877.548,627.973,614.313,147.1338,PEG,DEU,0.4376201928,0.1640127301,0.1221741512,0.03658499941,,,0.1154035702,0.04860915244,0.04357988015,0.4188908339,0.01320000086,,,,0.06254166365,0.01872936077,0.1989830732,0.2407690138,0.07937957346
1998,Denmark,DNK,128,5302.767,21770.86504,90.41697014,88.78,1163.616,0.2044205305,117.10769,-13.45587,309.7866,326.5037,367.06,505.171182,4.1462,4.9375,0.7240180609,427.192,430.809,6.3865,1,0,0,1362.82,953.509,695.376,667.444,160.3619073,PEG,DEU,-0.03903428465,0.1343375891,0.1447409987,0.04146200046,,,0.08990444243,0.04443314672,0.04076793045,-0.04911367968,0.01059999969,,,,0.04937500134,0.01007939503,0.09077530354,0.08998128027,0.09310150146
1999,Denmark,DNK,128,5320.134,22255.43737,92.60021786,87.97,1213.472,0.1979007344,120.0119607,21.25793,310.5864,351.9164,377.952,523.5446554,3.3076,4.91,0.6705508317,442.97,439.674,7.3988,1,1,0,1445.87,1015.192,743.741,702.127,171.1861049,PEG,DEU,0.2324900031,0.1093525589,-0.0431586504,0.03307599947,,,0.06749729067,0.04185526818,0.03920878097,0.2192007303,0.01090000011,,,,0.04910000041,0.01328928769,0.1081456915,0.1416897625,-0.005041325465
2000,Denmark,DNK,128,5337.416,22966.11846,95.32452906,87.52,1293.964,0.2017799568,123.5235107,18.28277,358.8709,408.2388,386.604,499.4319298,4.9074,5.641666667,0.6039998022,457.382,444.287,8.0205,1,1,0,1621.6,1055.754,799.253,822.347,182.3206974,PEG,DEU,0.1696996689,0.1053455472,0.08502339572,0.04907400161,,,0.06504620612,0.04029934481,0.03783812001,0.1578602791,0.0102252271,,,,0.056416668,0.01183938421,0.112484403,0.1239009351,0.06704869866
2001,Denmark,DNK,128,5355.826,23048.49108,95.67970251,87.31,1335.61,0.1976857017,126.4547236,40.34961,367.0322,424.6695,414.851,531.8484689,4.6186,5.079166667,0.5838596838,458.204,454.935,8.4095,1,1,0,1779.8,1154.48,876.667,903.133,192.966583,PEG,DEU,-0.1286634207,0.09727973491,0.05423121899,0.04618600011,,,0.05839151889,0.03888821602,0.03674275056,-0.1444955915,0.01850625314,,,,0.05079166591,0.01583218202,0.04678831995,0.04594196007,0.05020860955
2002,Denmark,DNK,128,5374.693,23074.60709,95.8966261,88.4,1372.737,0.1958510625,129.5199861,27.31893,384.7095,442.7536,438.084,564.0340665,3.4848,5.055833333,0.5824954088,469.819,465.71,7.0822,1,1,0,1883.8,1247.2679,938.597,945.203,199.9405627,PEG,DEU,-0.2023430467,0.07379834354,0.09853398055,0.03484800085,,,0.03614089638,0.03765744716,0.03634394333,-0.2137462199,0.01429583225,,,,0.05055833235,0.01124015171,0.03413162008,0.02580753155,0.06669098884
2003,Denmark,DNK,128,5394.138,23079.65496,96.08936635,89.09,1400.69,0.1926443396,132.2075258,45.87041,369.7009,429.272,469.138,603.6094,2.375261,4.308333333,0.5664719292,480.032,481.249,5.9576,1,1,0,2009.27,1356.52,1022.89,986.378,206.2541276,PEG,DEU,0.3308322728,0.06889594346,0.04259059578,0.02375260927,,,0.0315743126,0.03732163087,0.03617929295,0.3003722429,0.02288795635,,,,0.04308333248,0.02976286225,0.1065226719,0.1231604889,0.03317160159
2004,Denmark,DNK,128,5413.392,23525.71863,97.89024732,93.22,1505.2,0.2080786606,133.7332006,52.38096,400.1245,452.3997,536.546,680.7305,2.161666667,4.305,0.5359870303,526.853,499.046,5.4676,1,1,0,2192.1,1449.173,1125.49,1066.61,224.6796989,PEG,DEU,0.2403134853,0.126547128,0.08519765735,0.02161666751,,,0.08933644742,0.03721067682,0.03415903077,0.2157532722,0.01980162412,,,,0.04304999858,0.02407388948,0.1338360757,0.1500020921,0.05340716243
2005,Denmark,DNK,128,5432.335,24016.88591,100,96.89,1586.5,0.2117276166,136.1644702,67.569035,435.1274,491.4785,643.536,781.4231,2.199475083,3.404166667,0.4535869785,580.241,497.56,6.3241,1,1,0,2521.81,1615.658,1304.72,1217.09,264.1658962,PEG,DEU,0.4315419495,0.2107134908,0.07861414552,0.02199475095,,,0.1757432818,0.034970209,0.02974306419,0.3956402838,0.02507902309,,,,0.03404166549,0.03500129655,0.2349425107,0.2608046234,0.05030445009
2006,Denmark,DNK,128,5450.661,24748.72584,103.5720357,100,1682.7,0.2327171135,138.7842746,53.055531,499.9485,538.2959,699.268,867.8161,3.181489816,3.811666667,0.4102239437,606.125,516.382,5.6614,1,1,0,2862.4,1778.392,1464.61,1397.79,321.1398758,PEG,DEU,0.224434182,0.2460252792,-0.01214100234,0.0318148993,,,0.2156749964,0.03035028838,0.02496579103,0.1521904767,0.05900171027,,,,0.03811666742,0.06798120588,0.2175173163,0.2411953956,0.009836948477
2007,Denmark,DNK,128,5468.12,25060.28763,104.0513107,101.5,1739.3,0.2351621808,141.1338924,24.071912,528.9594,551.6366,755.095,986.3487,4.3275,4.285833333,0.3406389801,686.696,600.859,5.0753,1,1,0,3228.84,1953.2841,1599.86,1628.98,335.8076872,PEG,DEU,0.07134317607,0.07115439326,0.003036110662,0.04327499866,,,0.04567478225,0.02547960915,0.02436666749,0.05493233725,0.01531800535,,,,0.0428583324,0.01615945995,0.06706037372,0.07119691372,0.02315555513
2008,Denmark,DNK,128,5484.723,24788.59996,102.9121043,100.16,1797.5,0.2294199278,145.9550262,47.975275,553.2943,586.8934,755.19,1064.7392,4.880833333,4.281666667,0.421738536,697.379,632.155,5.2849,1,1,1,3473.11,2096.29,1641.71,1831.41,320.6643772,PEG,DEU,-0.4795536399,-0.02016211487,0.1200997159,0.04880833253,,,-0.04509719834,0.02493508346,0.02611269243,-0.4896236658,0.01934882998,,,,0.04281666502,0.009875184856,-0.0633444488,-0.0850802213,0.08445402235
2009,Denmark,DNK,128,5519.778753,23275.489,97.34045127,95.23,1714.2,0.2016723767,147.8597393,56.91144,429.6971,490.0664,820.3,1025.5548,1.809166667,3.5875,0.4178016061,657.606,691.2,5.1901,1,1,0,3505.81,2213.239,1738.67,1767.15,282.215031,PEG,DEU,0.3547301888,-0.09303141385,0.005764995236,0.01809166744,,,-0.1199043244,0.02687291056,0.0305340793,0.3214316964,0.02457941137,,,,0.03587500006,0.03248001263,-0.004872308113,-0.00716238888,0.01192833111
2010,Denmark,DNK,128,5543.816984,23512.63149,98.72218741,95.5337701,1810.926,0.1811254073,151.2767778,103.041794,467.473,538.321,800.4,977.6977,0.7018666667,2.9275,0.429,717.728,765.158,5.6133,1,1,0,3541.93,2281.1799,1776.58,1765.35,289.9947167,PEG,DEU,0.3267835379,0.05900420249,0.07634238154,0.007018666714,,,0.02756763436,0.03143656999,0.03059318848,0.3118236661,0.01127528772,,,,0.0292750001,0.01479118969,0.1114480495,0.1209162995,0.04168052226
2011,Denmark,DNK,128,5569.858401,23715.90628,99.63081714,95.40362867,1846.854,0.1816016027,155.4505041,121.6338044,517.2486,600.0691,775.2,947.4795,0.8877333333,2.730583333,0.464,743.6,784.29,5.7456,1,1,0,3527.31,2333.6001,1816.91,1710.41,281.9046361,PEG,DEU,-0.1632012576,0.003641853109,0.142488271,0.008877333254,,,-0.02789703198,0.03153888509,0.03244397417,-0.1771508157,0.01667013392,,,,0.027305834,0.01371700596,-0.01528564189,-0.03025521897,0.07568280399
2012,Denmark,DNK,128,5589.89026,23685.47211,99.48142343,95.53231494,1895.002,0.1877572559,159.1782072,119.0440256,534.301,614.6739,851.4,1018.8917,0.08008666667,1.403333333,0.456,765.454,832.775,5.6591,1,1,0,3519.09,2389.8689,1844.84,1674.25,272.7711003,PEG,DEU,0.2664151788,0.0009321980178,0.06110344827,0.0008008666919,,,-0.03240098432,0.03333318233,0.03444937617,0.2420123667,0.01926921867,,,,0.0140333334,0.02393260784,0.05923703313,0.06367714703,0.03095215745
2013,Denmark,DNK,128,5611.925305,23812.61041,99.99219359,95.40066765,1929.677,0.1905477535,160.4341233,149.7236384,552.2689,625.2166,879.5899,1023.7736,-0.02310166667,1.745833333,0.44,779.085,807.141,5.4127,1,1,0,3549.739942,2386.3786,1780.642102,1769.09784,283.3870643,PEG,DEU,0.3064801097,0.07414014637,-0.06716862321,-0.0002310166601,,,0.03891932964,0.03522082046,0.03390140086,0.2796801031,0.02051312663,,,,0.0174583327,0.02625023946,0.1167134717,0.1380001456,-0.03369982168
2014,Denmark,DNK,128,5635.963536,24091.59727,101.097522,95.78330179,1981.165,0.1915743691,161.3389717,176.3038734,555.6277,619.0898,946.69,1087.4353,0.06411583333,1.326666667,0.443,841.417,822.746,6.1214,1,1,0,3594.773745,2397.8653,1778.353995,1816.41975,292.3139744,PEG,DEU,0.1976830512,0.07225508988,0.143458277,0.0006411583163,,,0.03771258891,0.03454250097,0.03328715637,0.175640896,0.01840399019,,,,0.01326666679,0.02163648419,0.1055741161,0.1101787463,0.07204971462
2015,Denmark,DNK,128,5669.016103,24338.06683,101.9986699,96.60587487,2027.108,0.1923342541,162.0682239,185.5817374,568.402,633.8868,1037.46,1157.5873,-0.1260083333,0.69,0.399,798.124,832.775,6.83,1,1,0,3594.773745,2454.947435,1766.610637,1828.163108,310.6172964,PEG,DEU,0.3398592174,0.02788397484,-0.02894405834,-0.001260083285,,,-0.006041853223,0.03392582759,0.03413204849,0.2927439511,0.03516435623,,,,0.00689999992,0.04545851052,0.1207794622,0.1362034529,-0.01510207076
2016,Denmark,DNK,128,5716.090972,24610.05213,103.1935372,97.82438914,2065.962,0.200155272,162.4733944,162.2606555,572.0905,633.7703,1122.2,1217.6584,-0.44,0.32,0.379,806.496,822.546,7.0528,1,1,0,3621.410238,2491.988075,1746.59214,1874.818098,323.5354751,PEG,DEU,,,,,,,,,,,,,,,,,,,
1870,Finland,FIN,172,1768.769,1139.68073,5.046735161,5.3416,3.727,0.124,0.0536,-0.177,0.68,0.503,0.552,0.6540303,4.5,5.6,,,,0.0453765,0,0,0,0.1776,,,,,FLOAT,GBR,,,0.1320007741,0.04500000179,,,,,,,,,,,0.05600000173,,,,0.08850038797
1871,Finland,FIN,172,1803.845,1126.839306,4.99498672,5.2441,3.935,0.123,0.0569,-0.149,0.755,0.606,0.613,0.7134876,4,5.2,,,,0.046258,0,0,0,0.1804,,,,,FLOAT,GBR,,,0.1447432041,0.03999999911,,,,,,,,,,,0.05200000107,,,,0.09237159789
1872,Finland,FIN,172,1834.611,1145.032435,5.081128942,5.1028,4.212,0.129,0.0611,-0.243,0.925,0.682,0.7,0.8324022,4,4.9,,,,0.0462924,0,0,0,0.1977,,,,,FLOAT,GBR,,,0.08082029969,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.0604101494
1873,Finland,FIN,172,1859.976,1193.397401,5.294854211,5.3731,4.605,0.129,0.0611,-0.186,1.067,0.881,0.833,0.9513168,4,4.9,,,,0.0452553,0,0,0,0.2269,,,,,FLOAT,GBR,,,0.06080511957,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.05040255934
1874,Finland,FIN,172,1886.117,1204.120128,5.335453597,5.6844,5.01,0.122,0.066,-0.437,1.367,0.93,1.022,1.189146,4,4.9,,,,0.0465309,0,0,0,0.3273,,,,,FLOAT,GBR,,,0.07346201688,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.05673100799
1875,Finland,FIN,172,1912.647,1211.184834,5.374896007,6.0084,5.026,0.123,0.066,-0.652,1.455,0.803,0.884,1.0702314,4,4.9,,,,0.0474085,0,0,0,0.3537,,,,,FLOAT,GBR,,,-0.004724774044,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.0176376123
1876,Finland,FIN,172,1942.656,1259.242739,5.591461129,6.0214,5.355,0.106,0.066,-0.28,1.284,1.004,0.872,1.0702314,4.5,4.9,,,,0.0504334,0,0,0,0.3981,,,,,FLOAT,GBR,,,-0.02320624143,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.008396878839
1877,Finland,FIN,172,1971.431,1211.200307,5.378577298,5.8895,5.183,0.096,0.0636,-0.392,1.375,0.983,0.76,1.0702314,5,4.9,,,,0.0503335,1,1,1,0.3703,,,,,PEG,GBR,,,0.07600098103,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.05800049007
1878,Finland,FIN,172,1994.573,1172.766515,5.198509552,5.6894,4.469,0.095,0.0578,-0.359,1.178,0.819,0.667,0.9171152835,5,4.9,,,,0.05147265,1,1,0,0.3473,,,,,PEG,GBR,,,0.1379978806,0.03999999911,,,,,,,,,,,0.04899999872,,,,0.08899894357
1879,Finland,FIN,172,2032.669,1167.404171,5.170847276,5.7007,4.265,0.096,0.0536,-0.201,1.05,0.849,0.641,0.899795976,5,4.6,,,,0.0519532,1,1,0,0.3164,,,,,PEG,GBR,,,0.06238929927,0.03999999911,,,,,,,,,,,0.04600000009,,,,0.05119464919
1880,Finland,FIN,172,2060.782,1154.826575,5.12130761,5.6664,4.725,0.095,0.0594,-0.142,1.271,1.129,0.817,1.081109077,5.5,4.5,,,,0.0523224,1,1,0,0.3231,,,,,PEG,GBR,,,0.08447779715,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.06223889813
1881,Finland,FIN,172,2082.643,1110.057915,4.920309092,5.539,4.758,0.102,0.0627,-0.428,1.418,0.99,0.838,1.145851057,4.5,4.5,,,,0.052578,1,1,0,0.386,,,,,PEG,GBR,,,0.04946426302,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.04473213106
1882,Finland,FIN,172,2113.302,1202.886082,5.336926114,6.1403,5.082,0.099,0.0586,-0.366,1.528,1.162,0.886,1.232931237,4.5,4.5,,0.36,0.35,0.05204355,1,1,0,0.439,,,,,PEG,GBR,,,0.0447999984,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.04239999875
1883,Finland,FIN,172,2146.395,1229.807512,5.458198375,6.2172,5.147,0.11,0.0569,-0.456,1.473,1.017,0.938,1.296794642,4.5,4.5,,0.37,0.37,0.0522717,1,1,0,0.4551,,,,,PEG,GBR,,,0.08666045964,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.0633302331
1884,Finland,FIN,172,2180.547,1219.342421,5.404346339,6.1927,5.057,0.1,0.0561,-0.375,1.369,0.994,0.95,1.330848249,4.5,4.5,,0.38,0.39,0.052221,1,1,0,0.4876,,,,,PEG,GBR,,,0.07665386796,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.05832693353
1885,Finland,FIN,172,2208.518,1231.228702,5.457988016,6.0488,4.966,0.111,0.0528,-0.186,1.0901,0.8985,0.951,1.345799592,4.5,4.5,,0.38,0.44,0.05219565,1,1,0,0.4794,,,,,PEG,GBR,,,0.05130873993,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.04565437138
1886,Finland,FIN,172,2238.572,1275.501799,5.660353871,6.313,4.858,0.115,0.0479,-0.187,0.9839,0.7737,0.96,1.388568987,4,4.4,,0.4,0.4,0.0522478,1,1,0,0.494,,,,,PEG,GBR,,,0.07898337394,0.03500000015,,,,,,,,,,,0.04399999976,,,,0.05699168891
1887,Finland,FIN,172,2278.14,1275.537406,5.666980196,6.4462,4.846,0.099,0.0462,-0.289,1.059,0.771,0.989,1.466564473,4,4.5,,0.36,0.43,0.05224635,1,1,0,0.5286,,,,,PEG,GBR,,,0.02481166646,0.03500000015,,,,,,,,,,,0.04500000179,,,,0.0299058333
1888,Finland,FIN,172,2314.179,1302.287456,5.7781552,6.4286,5.073,0.104,0.047,-0.216,1.122,0.905,1.113,1.640427414,4,4.4,,0.35,0.38,0.0521462,1,1,0,0.5904,,,,,PEG,GBR,,,0.06836121529,0.03500000015,,,,,,,,,,,0.04399999976,,,,0.05168060958
1889,Finland,FIN,172,2347.702,1326.587731,5.890907901,6.5732,5.623,0.114,0.0503,-0.304,1.335,1.027,1.324,1.916300541,4,4.5,,0.38,0.37,0.0521716,1,1,0,0.7066,,,,,PEG,GBR,,,0.09865949303,0.03500000015,,,,,,,,,,,0.04500000179,,,,0.06682974845
1890,Finland,FIN,172,2380.14,1381.040186,6.142392703,6.8216,5.954,0.122,0.052,-0.465,1.406,0.924,1.415,2.03149668,5,4.5,,0.38,0.37,0.0522478,1,1,0,0.8888,,,,,PEG,GBR,,,-0.02152418531,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.009237906896
1891,Finland,FIN,172,2408.3,1350.390142,6.00439686,6.6509,6.279,0.115,0.0586,-0.479,1.465,1.042,1.469,2.075459063,5.5,4.7,,0.4,0.39,0.05214495,1,1,0,1.0189,,,,,PEG,GBR,,,-0.04674653709,0.0474999994,,,,,,,,,,,0.04699999839,,,,0.0003767311573
1892,Finland,FIN,172,2422.5,1279.885353,5.683493418,6.1267,6.124,0.118,0.0619,-0.555,1.456,0.937,1.52,2.093329228,5.5,4.5,,0.45,0.4,0.05216184,1,1,0,1.0405,,,,,PEG,GBR,,,0.009292175993,0.05000000075,,,,,,,,,,,0.04500000179,,,,0.02964608744
1893,Finland,FIN,172,2436.7,1340.901235,5.949177487,6.3413,6.184,0.105,0.0586,-0.162,1.262,1.148,1.624,2.242485895,5,4.4,,0.42,0.42,0.05205792,1,1,0,1.0781,,,,,PEG,GBR,,,0.1569999605,0.05000000075,,,,,,,,,,,0.04399999976,,,,0.1034999788
1894,Finland,FIN,172,2465.7,1399.422541,6.21749105,6.8817,6.387,0.1,0.0528,-0.135,1.387,1.36,1.811,2.464088405,5,4.4,,0.43,0.47,0.0517625,1,1,0,1.1393,,,,,PEG,GBR,,,0.115268819,0.04500000179,,,,,,,,,,,0.04399999976,,,,0.08013440669
1895,Finland,FIN,172,2499.9,1492.396295,6.625904052,7.4341,6.647,0.105,0.0512,-0.185,1.503,1.429,2.233,2.950188716,4,4.3,,0.46,0.54,0.0517638,1,1,0,1.3204,,,,,PEG,GBR,,,0.08804745972,0.03999999911,,,,,,,,,,,0.04300000146,,,,0.06402373314
1896,Finland,FIN,172,2530.9,1569.941153,6.968895243,7.7709,7.208,0.115,0.052,-0.218,1.726,1.589,2.61,3.372260678,4.5,4.5,,0.49,0.53,0.05183825,1,1,0,1.6242,,,,,PEG,GBR,0.05425237492,,0.05557293445,0.03999999911,,,,,,,,,,,0.04500000179,,,,0.04778646678
1897,Finland,FIN,172,2567.5,1624.194586,7.213333002,8.2989,7.955,0.119,0.0545,-0.39,2.025,1.687,3.035,3.922335855,4.5,4.4,,0.51,0.54,0.05185232,1,1,0,1.9932,,,,,PEG,GBR,0.1623939276,,0.0346999988,0.03999999911,,,,,,,,,,,0.04399999976,,,,0.03734999895
1898,Finland,FIN,172,2610.3,1668.19776,7.420431946,8.6219,8.758,0.142,0.0561,-0.682,2.37,1.8,3.328,4.300154007,5,4.5,,0.55,0.95,0.05223516,1,1,0,2.5015,,,,,PEG,GBR,-0.03491851687,,0.06132717058,0.04500000179,,,,,,,,,,,0.04500000179,,,,0.05316358805
1899,Finland,FIN,172,2635.3,1606.989329,7.141705586,8.4438,9.041,0.146,0.0586,-0.791,2.51,1.849,3.554,4.575055204,6,4.6,,0.58,0.67,0.052428,1,1,0,2.6176,,,,,PEG,GBR,-0.01339611318,,-0.04521908611,0.05000000075,,,,,,,,,,,0.04600000009,,,,0.002390457317
1900,Finland,FIN,172,2655.9,1668.480348,7.420011227,9.0913,9.704,0.131,0.0594,-0.786,2.707,1.977,3.602,5.322400064,6,4.4,,0.61,0.66,0.05214016,1,1,1,2.7948,,,,,PEG,GBR,-0.02435016818,,-0.07896264642,0.05000000075,,,,,,,,,,,0.04399999976,,,,-0.01448132284
1901,Finland,FIN,172,2678.5,1636.178103,7.267185038,8.5746,9.437,0.122,0.0586,-0.309,2.156,1.868,3.684,5.476887465,5.5,4,,0.92,1.12,0.05195664,1,1,0,2.7181,,,,,PEG,GBR,0,,0.1307388842,0.05000000075,,,,,,,,,,,0.03999999911,,,,0.09036944062
1902,Finland,FIN,172,2693.9,1591.303425,7.069026373,8.4104,9.21,0.124,0.0586,-0.34,2.341,2.027,3.713,5.644652356,5,3.9,,0.93,1.09,0.05206408,1,1,0,2.83,,,,,PEG,GBR,0.0015480523,,0.04603653029,0.04500000179,,,,,,,,,,,0.0390000008,,,,0.04551826417
1903,Finland,FIN,172,2717.1,1685.789357,7.492059361,9.1475,10.138,0.118,0.0586,-0.553,2.675,2.137,3.984,5.811091289,5,3.9,,1,1.03,0.0521196,1,1,0,3.06,,,,,PEG,GBR,0.09135858715,,-0.002809121273,0.04500000179,,,,,,,,,,,0.0390000008,,,,0.02109543979
